Claim_id,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
14580,Aug,4,Monday,Pontiac,Urban,Monday,Aug,4,Male,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,4480,10,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
14581,Sep,2,Saturday,Pontiac,Urban,Thursday,Sep,3,Female,Married,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,,4481,4,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
14582,Oct,2,Tuesday,Toyota,Urban,Friday,Oct,2,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,4482,13,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
14583,Nov,4,Friday,Honda,Urban,Tuesday,Nov,5,Female,Married,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,4483,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
14584,Nov,4,Saturday,VW,Urban,Wednesday,Nov,5,Male,Married,80,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,4484,3,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Liability
14585,Nov,4,Sunday,Toyota,Urban,Monday,Nov,4,Male,Single,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,,4485,2,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
14586,Nov,5,Thursday,Honda,Urban,Thursday,Dec,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4486,7,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
14587,Nov,5,Wednesday,Dodge,Urban,Thursday,Nov,5,Male,Divorced,52,Policy Holder,Sedan - Liability,Sport,60000 to 69000,,4487,14,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
14588,Dec,2,Thursday,Pontiac,Urban,Monday,Dec,2,Male,Single,48,Policy Holder,Sedan - Collision,Sedan,less than 20000,,4488,16,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
14589,Dec,1,Sunday,Mazda,Urban,Thursday,Dec,2,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,4489,3,500,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,Collision
14590,Dec,1,Tuesday,Chevrolet,Urban,Thursday,Dec,2,Female,Single,26,Third Party,Sedan - Liability,Sport,20000 to 29000,,4490,8,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
14591,Nov,4,Thursday,Pontiac,Urban,Monday,Nov,4,Female,Widow,34,Policy Holder,Sedan - Collision,Sedan,more than 69000,,4491,11,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
14592,Oct,3,Tuesday,Pontiac,Urban,Thursday,Oct,3,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4492,10,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
14593,Oct,1,Wednesday,Toyota,Urban,Wednesday,Oct,1,Male,Married,65,Policy Holder,Sedan - Liability,Sport,more than 69000,,4493,1,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
14594,Sep,3,Tuesday,Honda,Urban,Wednesday,Sep,3,Male,Married,33,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,4494,2,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
14595,Jun,3,Tuesday,Honda,Urban,Friday,Jul,1,Male,Married,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4495,9,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability
14596,Sep,2,Thursday,Pontiac,Urban,Thursday,Sep,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,4496,2,700,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
14597,Aug,5,Wednesday,Pontiac,Urban,Friday,Sep,1,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,4497,3,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
14598,Aug,5,Wednesday,Chevrolet,Urban,Thursday,Aug,5,Female,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,4498,4,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,Internal,more than 5,no change,1 vehicle,1994,Collision
14599,Jun,3,Wednesday,Toyota,Urban,Tuesday,Jun,4,Male,Single,34,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,4499,2,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
14600,Aug,2,Thursday,Toyota,Urban,Wednesday,Aug,3,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,4500,9,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
14601,Aug,2,Friday,VW,Urban,Thursday,Aug,4,Male,Married,27,Third Party,Sedan - All Perils,Sedan,more than 69000,,4501,9,400,1,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1994,All Perils
14602,Mar,5,Thursday,Pontiac,Urban,Monday,Apr,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,4502,8,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
14603,Mar,5,Tuesday,Honda,Urban,Friday,Mar,5,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,,4503,13,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
14604,Feb,3,Saturday,Pontiac,Urban,Tuesday,Mar,3,Male,Married,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,,4504,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
14605,Dec,3,Sunday,Mazda,Urban,Monday,Dec,3,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,4505,15,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
14606,Dec,2,Wednesday,Mazda,Urban,Monday,Feb,2,Female,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,4506,13,400,2,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
14607,Dec,1,Tuesday,Ford,Urban,Tuesday,Dec,1,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,,4507,16,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
14608,Nov,4,Monday,Honda,Urban,Monday,Nov,5,Male,Single,38,Policy Holder,Sedan - Collision,Sedan,more than 69000,,4508,11,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
14609,Nov,4,Monday,Accura,Urban,Wednesday,Nov,4,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,4509,4,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
14610,Nov,3,Thursday,Mazda,Urban,Monday,Nov,4,Male,Married,44,Third Party,Sedan - All Perils,Sedan,30000 to 39000,,4510,15,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
14611,Jul,4,Thursday,Pontiac,Urban,Friday,Jul,4,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,,4511,3,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1994,Collision
14612,Jul,4,Thursday,Toyota,Urban,Friday,Jul,4,Female,Single,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,4512,1,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
14613,Feb,4,Monday,Accura,Urban,Tuesday,Feb,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,4513,8,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
14614,Jan,5,Saturday,Chevrolet,Urban,Tuesday,Feb,2,Male,Single,68,Third Party,Sedan - All Perils,Sedan,more than 69000,,4514,5,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
14615,Jan,2,Friday,Toyota,Rural,Monday,Jan,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,4515,7,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
14616,Jan,4,Wednesday,Mazda,Urban,Wednesday,Jan,4,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4516,10,400,2,more than 30,more than 30,more than 4,3 years,26 to 30,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Liability
14617,Jan,3,Wednesday,Pontiac,Urban,Thursday,Jan,3,Female,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4517,15,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
14618,Feb,4,Wednesday,Honda,Urban,Wednesday,Feb,4,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4518,12,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
14619,Feb,2,Thursday,Chevrolet,Rural,Monday,Feb,3,Male,Single,35,Third Party,Sedan - All Perils,Sedan,more than 69000,,4519,14,400,2,more than 30,more than 30,2 to 4,3 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
14620,Mar,4,Friday,Mazda,Urban,Friday,Mar,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,4520,9,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
14621,Mar,3,Thursday,Chevrolet,Urban,Tuesday,Mar,4,Female,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,4521,12,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
14622,Apr,1,Monday,Pontiac,Urban,Wednesday,Apr,1,Male,Married,69,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,4522,13,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
14623,Feb,3,Friday,Toyota,Rural,Wednesday,Mar,1,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,4523,3,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
14624,Mar,2,Wednesday,Honda,Rural,Thursday,Mar,2,Male,Married,57,Third Party,Sedan - Liability,Sport,20000 to 29000,,4524,4,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
14625,Mar,1,Wednesday,Honda,Urban,Wednesday,Mar,2,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4525,13,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
14626,Jun,3,Tuesday,Chevrolet,Urban,Wednesday,Jul,1,Male,Married,41,Policy Holder,Sedan - Liability,Sport,40000 to 59000,,4526,6,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
14627,Nov,1,Friday,Dodge,Urban,Tuesday,Nov,3,Male,Single,26,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,4527,3,700,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
14628,Oct,5,Monday,Mazda,Urban,Thursday,Nov,1,Male,Single,26,Third Party,Sedan - Liability,Sport,20000 to 29000,,4528,12,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
14629,Mar,4,Saturday,Mazda,Urban,Thursday,Apr,2,Female,Single,33,Third Party,Sedan - Collision,Sedan,less than 20000,,4529,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
14630,Apr,3,Saturday,Toyota,Urban,Monday,Jun,1,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,4530,5,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
14631,May,1,Friday,Mazda,Urban,Wednesday,May,3,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,4531,15,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
14632,Apr,5,Thursday,Pontiac,Urban,Friday,Jul,5,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,4532,15,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
14633,Jun,1,Monday,Mazda,Urban,Tuesday,Jun,2,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4533,12,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
14634,Jun,1,Sunday,Pontiac,Urban,Monday,Jun,4,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,4534,8,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
14635,Jul,1,Friday,Pontiac,Urban,Friday,Jul,1,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4535,9,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
14636,Jun,4,Sunday,Honda,Urban,Wednesday,Jul,3,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,4536,2,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
14637,Jun,3,Saturday,Toyota,Urban,Wednesday,Jun,4,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,4537,10,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision
14638,Aug,3,Tuesday,Toyota,Urban,Wednesday,Aug,3,Male,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4538,9,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
14639,Jul,2,Saturday,Accura,Urban,Thursday,Jul,3,Male,Single,30,Third Party,Sedan - All Perils,Sedan,30000 to 39000,,4539,7,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
14640,Jul,2,Monday,Pontiac,Urban,Wednesday,Jul,2,Male,Married,71,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,4540,4,500,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,1 to 2,2 to 3 years,1 vehicle,1994,All Perils
14641,Aug,4,Monday,Toyota,Rural,Monday,Aug,5,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,4541,14,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,1994,Collision
14642,Jun,3,Friday,Honda,Urban,Monday,Jun,3,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,4542,6,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
14643,Jun,3,Friday,Mazda,Urban,Friday,Jul,1,Female,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,4543,15,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
14644,Mar,4,Wednesday,Pontiac,Urban,Tuesday,Mar,5,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,4544,5,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
14645,Mar,2,Friday,Honda,Urban,Friday,Mar,3,Male,Married,74,Third Party,Sedan - Liability,Sport,20000 to 29000,,4545,13,400,3,more than 30,more than 30,more than 4,7 years,over 65,No,No,External,none,no change,1 vehicle,1994,Liability
14646,Jun,3,Friday,Honda,Rural,Friday,Jun,4,Male,Single,20,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,4546,6,400,2,more than 30,more than 30,more than 4,4 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
14647,Apr,4,Friday,Pontiac,Rural,Friday,Apr,4,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,4547,1,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
14648,Apr,3,Thursday,Toyota,Urban,Thursday,Apr,3,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,4548,2,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
14649,Jul,2,Friday,Honda,Urban,Thursday,Jul,2,Male,Married,52,Third Party,Sedan - Liability,Sport,30000 to 39000,,4549,11,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
14650,Nov,1,Monday,Toyota,Urban,Friday,Nov,2,Male,Single,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,4550,16,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
14651,Jun,3,Friday,Accura,Urban,Monday,Jul,4,Male,Married,51,Policy Holder,Utility - All Perils,Utility,more than 69000,,4551,4,400,4,15 to 30,more than 30,1,5 years,41 to 50,No,No,External,none,1 year,1 vehicle,1994,All Perils
14652,Nov,3,Tuesday,Mazda,Urban,Thursday,Dec,2,Male,Married,42,Policy Holder,Utility - All Perils,Utility,more than 69000,,4552,4,400,3,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,3 to 4,1994,All Perils
14653,Nov,2,Monday,Toyota,Urban,Friday,Nov,3,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,4553,14,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
14654,Jun,3,Saturday,Mazda,Urban,Thursday,Jun,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,more than 69000,,4554,2,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
14655,May,3,Saturday,Honda,Urban,Monday,May,3,Male,Married,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,,4555,11,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
14656,Jun,1,Friday,Mazda,Urban,Tuesday,Jun,2,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,4556,16,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
14657,Jul,1,Saturday,Pontiac,Urban,Friday,Jul,2,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,more than 69000,,4557,10,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
14658,Jun,5,Wednesday,Mazda,Rural,Monday,Jul,1,Male,Single,33,Third Party,Sport - Collision,Sport,more than 69000,,4558,4,400,1,more than 30,more than 30,1,5 years,31 to 35,Yes,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision
14659,Jul,4,Sunday,Pontiac,Urban,Tuesday,Jul,4,Male,Married,72,Third Party,Sedan - All Perils,Sedan,less than 20000,,4559,12,400,3,more than 30,more than 30,none,7 years,over 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
14660,Jun,3,Saturday,Pontiac,Urban,Tuesday,Jul,1,Male,Married,29,Third Party,Sedan - Collision,Sedan,30000 to 39000,,4560,8,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
14661,Aug,3,Friday,Mercury,Urban,Monday,Aug,5,Male,Married,58,Third Party,Sedan - All Perils,Sedan,more than 69000,,4561,5,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
14662,Jun,3,Saturday,Mazda,Urban,Monday,Jun,3,Male,Married,35,Policy Holder,Sport - Collision,Sport,more than 69000,,4562,11,400,3,more than 30,more than 30,none,3 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
14663,Aug,2,Wednesday,Saturn,Urban,Friday,Aug,2,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,more than 69000,,4563,16,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
